업소명;프랜차이즈명;시/도;군/구;읍/면/동;상세주소;전화번호
BHC-역삼스타점;BHC;서울;강남구;역삼동;664-31 2층; 050718620316
BHC-역삼스타점;BHC;서울;강남구;역삼동;664-31 2층; 050718620316
교촌치킨-논현1호점;교촌치킨;서울;강남구;논현동;164-16 164-16 1층; 050352596688
교촌치킨-논현1호점;교촌치킨;서울;강남구;논현동;164-16 164-16 1층; 050352596688
60계치킨-서울논현점;60계치킨;서울;강남구;논현동;183-2 1층; 050352993281
60계치킨-서울논현점;60계치킨;서울;강남구;논현동;183-2 1층; 050352993281
BBQ-학동역점;BBQ;서울;강남구;논현동;212-18 1층; 050712900576
BBQ-학동역점;BBQ;서울;강남구;논현동;212-18 1층; 050712900576
BBQ-학동역점;BBQ;서울;강남구;논현동;212-18 1층; 050712900576
BBQ-학동역점;BBQ;서울;강남구;논현동;212-18 1층; 050712900576
BBQ-학동역점;BBQ;서울;강남구;논현동;212-18 1층; 050712900576
BBQ-학동역점;BBQ;서울;강남구;논현동;212-18 1층; 050712900576
BBQ-논현점;BBQ;서울;강남구;논현동;221-7 한양수자인 어반게이트 지하2층 제비201,202,주방23호; 050702780588
BBQ-논현점;BBQ;서울;강남구;논현동;221-7 한양수자인 어반게이트 지하2층 제비201,202,주방23호; 050702780588
BBQ-논현점;BBQ;서울;강남구;논현동;221-7 한양수자인 어반게이트 지하2층 제비201,202,주방23호; 050702780588
BBQ-논현점;BBQ;서울;강남구;논현동;221-7 한양수자인 어반게이트 지하2층 제비201,202,주방23호; 050702780588
BBQ-논현점;BBQ;서울;강남구;논현동;221-7 한양수자인 어반게이트 지하2층 제비201,202,주방23호; 050702780588
BBQ-논현점;BBQ;서울;강남구;논현동;221-7 한양수자인 어반게이트 지하2층 제비201,202,주방23호; 050702780588
BBQ-논현점;BBQ;서울;강남구;논현동;221-7 한양수자인 어반게이트 지하2층 제비201,202,주방23호; 050702780588
굽네치킨&피자-압구정점;굽네치킨;서울;강남구;신사동;619-6 지상1층 3호; 050352902451
굽네치킨&피자-압구정점;굽네치킨;서울;강남구;신사동;619-6 지상1층 3호; 050352902451
굽네치킨&피자-압구정점;굽네치킨;서울;강남구;신사동;619-6 지상1층 3호; 050352902451
굽네치킨&피자-압구정점;굽네치킨;서울;강남구;신사동;619-6 지상1층 3호; 050352902451
체스터치킨-일원점;;서울;강남구;일원동;645-12 1층 2호; 050718650720
체스터치킨-일원점;;서울;강남구;일원동;645-12 1층 2호; 050718650720
체스터치킨-일원점;;서울;강남구;일원동;645-12 1층 2호; 050718650720
체스터치킨-일원점;;서울;강남구;일원동;645-12 1층 2호; 050718650720
BHC-세곡점;BHC;서울;강남구;율현동;71-3 엔투셀빌딩 101호; 050352958475
BHC-세곡점;BHC;서울;강남구;율현동;71-3 엔투셀빌딩 101호; 050352958475
BHC-세곡점;BHC;서울;강남구;율현동;71-3 엔투셀빌딩 101호; 050352958475
멕시카나-세곡점;멕시카나;서울;강남구;율현동;365 강남 한신휴플러스6단지 336 강남 한신휴플러스 6단지; 050352976522
멕시카나-세곡점;멕시카나;서울;강남구;율현동;365 강남 한신휴플러스6단지 336 강남 한신휴플러스 6단지; 050352976522
멕시카나-세곡점;멕시카나;서울;강남구;율현동;365 강남 한신휴플러스6단지 336 강남 한신휴플러스 6단지; 050352976522
멕시카나-세곡점;멕시카나;서울;강남구;율현동;365 강남 한신휴플러스6단지 336 강남 한신휴플러스 6단지; 050352976522
멕시카나-세곡점;멕시카나;서울;강남구;율현동;365 강남 한신휴플러스6단지 336 강남 한신휴플러스 6단지; 050352976522
멕시카나-세곡점;멕시카나;서울;강남구;율현동;365 강남 한신휴플러스6단지 336 강남 한신휴플러스 6단지; 050352976522
멕시카나-세곡점;멕시카나;서울;강남구;율현동;365 강남 한신휴플러스6단지 336 강남 한신휴플러스 6단지; 050352976522
멕시카나-세곡점;멕시카나;서울;강남구;율현동;365 강남 한신휴플러스6단지 336 강남 한신휴플러스 6단지; 050352976522
멕시카나-세곡점;멕시카나;서울;강남구;율현동;365 강남 한신휴플러스6단지 336 강남 한신휴플러스 6단지; 050352976522
멕시카나-세곡점;멕시카나;서울;강남구;율현동;365 강남 한신휴플러스6단지 336 강남 한신휴플러스 6단지; 050352976522
멕시카나-세곡점;멕시카나;서울;강남구;율현동;365 강남 한신휴플러스6단지 336 강남 한신휴플러스 6단지; 050352976522
멕시카나-세곡점;멕시카나;서울;강남구;율현동;365 강남 한신휴플러스6단지 336 강남 한신휴플러스 6단지; 050352976522
멕시카나-세곡점;멕시카나;서울;강남구;율현동;365 강남 한신휴플러스6단지 336 강남 한신휴플러스 6단지; 050352976522
멕시카나-세곡점;멕시카나;서울;강남구;율현동;365 강남 한신휴플러스6단지 336 강남 한신휴플러스 6단지; 050352976522
멕시카나-세곡점;멕시카나;서울;강남구;율현동;365 강남 한신휴플러스6단지 336 강남 한신휴플러스 6단지; 050352976522
멕시카나-세곡점;멕시카나;서울;강남구;율현동;365 강남 한신휴플러스6단지 336 강남 한신휴플러스 6단지; 050352976522
멕시카나-세곡점;멕시카나;서울;강남구;율현동;365 강남 한신휴플러스6단지 336 강남 한신휴플러스 6단지; 050352976522
멕시카나-세곡점;멕시카나;서울;강남구;율현동;365 강남 한신휴플러스6단지 336 강남 한신휴플러스 6단지; 050352976522
멕시카나-세곡점;멕시카나;서울;강남구;율현동;365 강남 한신휴플러스6단지 336 강남 한신휴플러스 6단지; 050352976522
멕시카나-세곡점;멕시카나;서울;강남구;율현동;365 강남 한신휴플러스6단지 336 강남 한신휴플러스 6단지; 050352976522
멕시카나-세곡점;멕시카나;서울;강남구;율현동;365 강남 한신휴플러스6단지 336 강남 한신휴플러스 6단지; 050352976522
맘스터치-강남세곡점;맘스터치;서울;강남구;자곡동;596 강남 더샵 라르고 1층 118호, 119호, 120호; 050352946575
맘스터치-강남세곡점;맘스터치;서울;강남구;자곡동;596 강남 더샵 라르고 1층 118호, 119호, 120호; 050352946575
롯데리아-세곡점;롯데리아;서울;강남구;세곡동;581 1층 102,103호; 050712984482
롯데리아-세곡점;롯데리아;서울;강남구;세곡동;581 1층 102,103호; 050712984482
롯데리아-세곡점;롯데리아;서울;강남구;세곡동;581 1층 102,103호; 050712984482
굽네치킨&피자-강남세곡점;굽네치킨;서울;강남구;자곡동;56-97 지상1층 105호 106호; 050712940970
굽네치킨&피자-강남세곡점;굽네치킨;서울;강남구;자곡동;56-97 지상1층 105호 106호; 050712940970
굽네치킨&피자-강남세곡점;굽네치킨;서울;강남구;자곡동;56-97 지상1층 105호 106호; 050712940970
굽네치킨&피자-강남세곡점;굽네치킨;서울;강남구;자곡동;56-97 지상1층 105호 106호; 050712940970
굽네치킨&피자-강남세곡점;굽네치킨;서울;강남구;자곡동;56-97 지상1층 105호 106호; 050712940970
굽네치킨&피자-강남세곡점;굽네치킨;서울;강남구;자곡동;56-97 지상1층 105호 106호; 050712940970
굽네치킨&피자-강남세곡점;굽네치킨;서울;강남구;자곡동;56-97 지상1층 105호 106호; 050712940970
교촌치킨-세곡점;교촌치킨;서울;강남구;자곡동;611 래미안 강남힐즈 611 래미안 강남힐즈 상가(635)동 1층 103호; 050712941949
교촌치킨-세곡점;교촌치킨;서울;강남구;자곡동;611 래미안 강남힐즈 611 래미안 강남힐즈 상가(635)동 1층 103호; 050712941949
60계치킨-서울세곡점;60계치킨;서울;강남구;자곡동;658 강남힐스테이트에코 1동 1층 120호; 050352947740
60계치킨-서울세곡점;60계치킨;서울;강남구;자곡동;658 강남힐스테이트에코 1동 1층 120호; 050352947740
60계치킨-서울세곡점;60계치킨;서울;강남구;자곡동;658 강남힐스테이트에코 1동 1층 120호; 050352947740
60계치킨-서울세곡점;60계치킨;서울;강남구;자곡동;658 강남힐스테이트에코 1동 1층 120호; 050352947740
60계치킨-서울세곡점;60계치킨;서울;강남구;자곡동;658 강남힐스테이트에코 1동 1층 120호; 050352947740
60계치킨-서울세곡점;60계치킨;서울;강남구;자곡동;658 강남힐스테이트에코 1동 1층 120호; 050352947740
60계치킨-서울세곡점;60계치킨;서울;강남구;자곡동;658 강남힐스테이트에코 1동 1층 120호; 050352947740
60계치킨-서울세곡점;60계치킨;서울;강남구;자곡동;658 강남힐스테이트에코 1동 1층 120호; 050352947740
60계치킨-서울세곡점;60계치킨;서울;강남구;자곡동;658 강남힐스테이트에코 1동 1층 120호; 050352947740
호식이두마리치킨-세곡점;호식이두마리치킨;서울;강남구;세곡동;525 강남데시앙파크 상가동 105호; 050712949785
호식이두마리치킨-세곡점;호식이두마리치킨;서울;강남구;세곡동;525 강남데시앙파크 상가동 105호; 050712949785
페리카나-수서점;페리카나;서울;강남구;수서동;707 수서주공영구임대아파트 112호; 050702790502
페리카나-수서점;페리카나;서울;강남구;수서동;707 수서주공영구임대아파트 112호; 050702790502
페리카나-수서점;페리카나;서울;강남구;수서동;707 수서주공영구임대아파트 112호; 050702790502
페리카나-수서점;페리카나;서울;강남구;수서동;707 수서주공영구임대아파트 112호; 050702790502
페리카나-수서점;페리카나;서울;강남구;수서동;707 수서주공영구임대아파트 112호; 050702790502
페리카나-수서점;페리카나;서울;강남구;수서동;707 수서주공영구임대아파트 112호; 050702790502
페리카나-수서점;페리카나;서울;강남구;수서동;707 수서주공영구임대아파트 112호; 050702790502
푸라닭-세곡점;푸라닭;서울;강남구;자곡동;600 강남푸르지오시티 1차 제지1층 12호; 050352957502
푸라닭-세곡점;푸라닭;서울;강남구;자곡동;600 강남푸르지오시티 1차 제지1층 12호; 050352957502
푸라닭-세곡점;푸라닭;서울;강남구;자곡동;600 강남푸르지오시티 1차 제지1층 12호; 050352957502
BBQ-자곡행운점;BBQ;서울;강남구;자곡동;600 강남푸르지오시티 1차 지하1층 B05호; 050352886728
BBQ-자곡행운점;BBQ;서울;강남구;자곡동;600 강남푸르지오시티 1차 지하1층 B05호; 050352886728
BBQ-자곡행운점;BBQ;서울;강남구;자곡동;600 강남푸르지오시티 1차 지하1층 B05호; 050352886728
BBQ-자곡행운점;BBQ;서울;강남구;자곡동;600 강남푸르지오시티 1차 지하1층 B05호; 050352886728
BBQ-자곡행운점;BBQ;서울;강남구;자곡동;600 강남푸르지오시티 1차 지하1층 B05호; 050352886728
멕시카나-수서점;멕시카나;서울;강남구;수서동;736번지; 050352579599
멕시카나-수서점;멕시카나;서울;강남구;수서동;736번지; 050352579599
멕시카나-수서점;멕시카나;서울;강남구;수서동;736번지; 050352579599
멕시카나-수서점;멕시카나;서울;강남구;수서동;736번지; 050352579599
멕시카나-수서점;멕시카나;서울;강남구;수서동;736번지; 050352579599
멕시카나-수서점;멕시카나;서울;강남구;수서동;736번지; 050352579599
멕시카나-수서점;멕시카나;서울;강남구;수서동;736번지; 050352579599
멕시카나-수서점;멕시카나;서울;강남구;수서동;736번지; 050352579599
멕시카나-수서점;멕시카나;서울;강남구;수서동;736번지; 050352579599
멕시카나-수서점;멕시카나;서울;강남구;수서동;736번지; 050352579599
멕시카나-수서점;멕시카나;서울;강남구;수서동;736번지; 050352579599
멕시카나-수서점;멕시카나;서울;강남구;수서동;736번지; 050352579599
멕시카나-수서점;멕시카나;서울;강남구;수서동;736번지; 050352579599
멕시카나-수서점;멕시카나;서울;강남구;수서동;736번지; 050352579599
멕시카나-수서점;멕시카나;서울;강남구;수서동;736번지; 050352579599
멕시카나-수서점;멕시카나;서울;강남구;수서동;736번지; 050352579599
멕시카나-수서점;멕시카나;서울;강남구;수서동;736번지; 050352579599
멕시카나-수서점;멕시카나;서울;강남구;수서동;736번지; 050352579599
롯데리아-강남일원점;롯데리아;서울;강남구;일원동;643-4 1층; 050712937221
롯데리아-강남일원점;롯데리아;서울;강남구;일원동;643-4 1층; 050712937221
롯데리아-강남일원점;롯데리아;서울;강남구;일원동;643-4 1층; 050712937221
BBQ-일원삼성점;BBQ;서울;강남구;수서동;747 삼성아파트상가; 050352588904
BBQ-일원삼성점;BBQ;서울;강남구;수서동;747 삼성아파트상가; 050352588904
BBQ-일원삼성점;BBQ;서울;강남구;수서동;747 삼성아파트상가; 050352588904
BBQ-일원삼성점;BBQ;서울;강남구;수서동;747 삼성아파트상가; 050352588904
BBQ-일원삼성점;BBQ;서울;강남구;수서동;747 삼성아파트상가; 050352588904
깐부치킨-일원점;깐부치킨;서울;강남구;일원동;687-1 1층; 050712976659
처갓집양념치킨-수서점;처갓집양념통닭;서울;강남구;수서동;725-1 목화오피스텔 1층 101호; 050352969116
처갓집양념치킨-수서점;처갓집양념통닭;서울;강남구;수서동;725-1 목화오피스텔 1층 101호; 050352969116
처갓집양념치킨-수서점;처갓집양념통닭;서울;강남구;수서동;725-1 목화오피스텔 1층 101호; 050352969116
처갓집양념치킨-수서점;처갓집양념통닭;서울;강남구;수서동;725-1 목화오피스텔 1층 101호; 050352969116
처갓집양념치킨-수서점;처갓집양념통닭;서울;강남구;수서동;725-1 목화오피스텔 1층 101호; 050352969116
처갓집양념치킨-수서점;처갓집양념통닭;서울;강남구;수서동;725-1 목화오피스텔 1층 101호; 050352969116
BHC-일원점;BHC;서울;강남구;일원동;627-11 옐로우하우스 1층; 050712971581
BHC-일원점;BHC;서울;강남구;일원동;627-11 옐로우하우스 1층; 050712971581
BHC-일원점;BHC;서울;강남구;일원동;627-11 옐로우하우스 1층; 050712971581
호식이두마리치킨-일원점;호식이두마리치킨;서울;강남구;일원동;662-1 지상1층; 050712929392
호식이두마리치킨-일원점;호식이두마리치킨;서울;강남구;일원동;662-1 지상1층; 050712929392
BBQ-강남수서점;BBQ;서울;강남구;수서동;713 수서현대벤쳐빌 1164호; 050352980831
BBQ-강남수서점;BBQ;서울;강남구;수서동;713 수서현대벤쳐빌 1164호; 050352980831
BBQ-강남수서점;BBQ;서울;강남구;수서동;713 수서현대벤쳐빌 1164호; 050352980831
BBQ-강남수서점;BBQ;서울;강남구;수서동;713 수서현대벤쳐빌 1164호; 050352980831
BBQ-강남수서점;BBQ;서울;강남구;수서동;713 수서현대벤쳐빌 1164호; 050352980831
BBQ-강남수서점;BBQ;서울;강남구;수서동;713 수서현대벤쳐빌 1164호; 050352980831
BBQ-강남수서점;BBQ;서울;강남구;수서동;713 수서현대벤쳐빌 1164호; 050352980831
또래오래-강남일원점;또래오래;서울;강남구;일원동;645-10 지상1층 103호;
또래오래-강남일원점;또래오래;서울;강남구;일원동;645-10 지상1층 103호;
또래오래-강남일원점;또래오래;서울;강남구;일원동;645-10 지상1층 103호;
BHC-강남역삼점;BHC;서울;강남구;역삼동;752-18 1층; 050352928461
BHC-강남역삼점;BHC;서울;강남구;역삼동;752-18 1층; 050352928461
BHC-강남역삼점;BHC;서울;강남구;역삼동;752-18 1층; 050352928461
BBQ-서초양재점;BBQ;서울;강남구;도곡동;950-6 1층 102호; 050718621423
BBQ-서초양재점;BBQ;서울;강남구;도곡동;950-6 1층 102호; 050718621423
BBQ-서초양재점;BBQ;서울;강남구;도곡동;950-6 1층 102호; 050718621423
BBQ-서초양재점;BBQ;서울;강남구;도곡동;950-6 1층 102호; 050718621423
BBQ-서초양재점;BBQ;서울;강남구;도곡동;950-6 1층 102호; 050718621423
BBQ-서초양재점;BBQ;서울;강남구;도곡동;950-6 1층 102호; 050718621423
호식이두마리치킨-세곡점;호식이두마리치킨;서울;강남구;세곡동;525 강남데시앙파크 상가동 105호; 050712949785
버텍스미국식덮밥-논현점;버텍스미국식덮밥;서울;강남구;논현동;148 지상1층 101호 일부;
교촌치킨-역삼1호점;교촌치킨;서울;강남구;역삼동;834-103 834-103 1층; 050352597020
교촌치킨-역삼1호점;교촌치킨;서울;강남구;역삼동;834-103 834-103 1층; 050352597020
교촌치킨-대치1호점;교촌치킨;서울;강남구;대치동;913-25 913-25 1층 3호, 20호; 050712913961
교촌치킨-대치1호점;교촌치킨;서울;강남구;대치동;913-25 913-25 1층 3호, 20호; 050712913961
교촌치킨-개포1호점;교촌치킨;서울;강남구;개포동;1229-18 1229-18 1층; 050712911239
교촌치킨-청담역점;교촌치킨;서울;강남구;청담동;73 진흥아파트 73 진흥아파트 아파트상가 지상1층 5호, 6호; 050352598238
교촌치킨-청담역점;교촌치킨;서울;강남구;청담동;73 진흥아파트 73 진흥아파트 아파트상가 지상1층 5호, 6호; 050352598238
교촌치킨-청담역점;교촌치킨;서울;강남구;청담동;73 진흥아파트 73 진흥아파트 아파트상가 지상1층 5호, 6호; 050352598238
교촌치킨-논현1호점;교촌치킨;서울;강남구;논현동;164-16 164-16 1층; 050352596688
교촌치킨-논현1호점;교촌치킨;서울;강남구;논현동;164-16 164-16 1층; 050352596688
교촌치킨-일원1동점;교촌치킨;서울;강남구;일원동;645 645 지상 1층; 050352849405
교촌치킨-일원1동점;교촌치킨;서울;강남구;일원동;645 645 지상 1층; 050352849405
교촌치킨-일원1동점;교촌치킨;서울;강남구;일원동;645 645 지상 1층; 050352849405
KFC-역삼역점;KFC;서울;강남구;역삼동;642-10 송암II빌딩 1,2층; 050712921901
KFC-일원동점;KFC;서울;강남구;일원동;615-1 기호빌딩; 050712921977
KFC-강남구청역점;KFC;서울;강남구;삼성동;1 천마빌딩 103호; 050712922124
KFC-압구정1점;KFC;서울;강남구;신사동;581 1층; 050712925875
압구정메이드;;서울;강남구;신사동;572-1 지상1층; 050702784663
당신은지금치킨이땡긴다-논현2호점;당신은지금치킨이땡긴다;서울;강남구;논현동;108 논현웰스톤 지하2층 B201호 주방26호; 050352995352
당신은지금치킨이땡긴다-논현2호점;당신은지금치킨이땡긴다;서울;강남구;논현동;108 논현웰스톤 지하2층 B201호 주방26호; 050352995352
롸버트치킨-강남2호기점;;서울;강남구;개포동;1260 지상1층 1호;
롸버트치킨-강남2호기점;;서울;강남구;개포동;1260 지상1층 1호;
모야시키친;;서울;강남구;도곡동;411-18 중앙빌딩 1층;
헤라's키친-역삼점;;서울;강남구;역삼동;798-25 1층 A호; 050352900179
호야닭도리;;서울;강남구;역삼동;645-14 1층; 050352591029
호야닭도리;;서울;강남구;역삼동;645-14 1층; 050352591029
BHC-양재점;BHC;서울;강남구;개포동;1236-6 1층 102호; 050712900255
BHC-양재점;BHC;서울;강남구;개포동;1236-6 1층 102호; 050712900255
피자노베;;서울;강남구;개포동;1184-1  1층 피자노베; 050352591933
피자노베;;서울;강남구;개포동;1184-1  1층 피자노베; 050352591933
피자노베;;서울;강남구;개포동;1184-1  1층 피자노베; 050352591933
피자노베;;서울;강남구;개포동;1184-1  1층 피자노베; 050352591933
지코바치킨-대치1호점;지코바;서울;강남구;대치동;922-27 대치4동우편취급소 1층 101호; 050718657139
지코바치킨-대치1호점;지코바;서울;강남구;대치동;922-27 대치4동우편취급소 1층 101호; 050718657139
지코바치킨-대치1호점;지코바;서울;강남구;대치동;922-27 대치4동우편취급소 1층 101호; 050718657139
봉추찜닭-강남358타워점;봉추찜닭;서울;강남구;역삼동;826-14 강남358타워 강남358타워;
굼터치킨;;서울;강남구;도곡동;944-1 1층;
치킨공식;;서울;강남구;역삼동;738-1 역삼동JESS 1층 2호;
명가옛날통닭-역삼점;명가옛날통닭;서울;강남구;역삼동;840-7 1층 101호;
바른치킨-개포점;바른치킨;서울;강남구;개포동;159-6; 050352932018
바른치킨-개포점;바른치킨;서울;강남구;개포동;159-6; 050352932018
바른치킨-개포점;바른치킨;서울;강남구;개포동;159-6; 050352932018
바른치킨-개포점;바른치킨;서울;강남구;개포동;159-6; 050352932018
설맥딜리버리-논현직영점;;서울;강남구;논현동;163-17 상당빌딩 101호; 050352855678
루프808;;서울;강남구;역삼동;808 808타워 16층; 050352970222
걸작떡볶이치킨-논현점;걸작떡볶이치킨;서울;강남구;논현동;164-11 광명빌딩 1층 101,102호; 050712960843
걸작떡볶이치킨-논현점;걸작떡볶이치킨;서울;강남구;논현동;164-11 광명빌딩 1층 101,102호; 050712960843
스시오마카세스시롭다;;서울;강남구;논현동;163-5 1,2층; 050352910932
꼭그닭-강남딜리버리;;서울;강남구;역삼동;812-18 지하1층; 050352853818
한양집-강남본점;;서울;강남구;논현동;231-6 2층;
역전식당-강남본점;;서울;강남구;논현동;231-6 2층 2-3호 지점;
닭강정왕자떡볶이공주-신논현점;;서울;강남구;역삼동;603-4 지하1층 6호; 050352914732
고기왕창명품비빔밥-강남본점;;서울;강남구;논현동;231-6;
걸작곱도리&낙곱새-강남본점;;서울;강남구;논현동;231-6 2층;
서울밥상-강남본점;;서울;강남구;논현동;231-6 2층 2-1호 지점;
혼밥장인-강남본점;;서울;강남구;논현동;231-6 2층;
명품곱도리&낙곱새-강남본점;;서울;강남구;논현동;231-6 2층;
논현집-강남본점;;서울;강남구;논현동;231-6 2층 엠제이키친;
명품찜닭&곱도리-강남본점;;서울;강남구;논현동;231-6 2층 2-7호 지점;
살얼음냉면&직화삼겹덮밥-강남본점;;서울;강남구;논현동;231-6 2층;
7딸라김치찌개&제육볶음-강남본점;;서울;강남구;논현동;231-6 2층;
밥도둑한끼품격-강남본점;;서울;강남구;논현동;231-6 2층;
민구네곱창떡볶이-강남본점;;서울;강남구;논현동;231-6 2층;
서울식당-강남본점;;서울;강남구;논현동;231-6 2;
브라더매운갈비찜&찜닭-강남본점;;서울;강남구;논현동;231-6 2층 3-6지점;
맵스매운갈비찜&낙곱새-강남본점;;서울;강남구;논현동;231-6 2층;
호남식당-강남본점;;서울;강남구;논현동;231-6 2층 2-4호 지점;
뉴욕치킨앤윙비어플러스;;서울;강남구;역삼동;646-4 2층;
명품밥상-강남본점;;서울;강남구;논현동;231-6 2층 3-1호지점;
정가옥-강남본점;;서울;강남구;논현동;231-6 2층;
남도식당-강남본점;;서울;강남구;논현동;231-6 2층 2-5호 지점;
한사바리국밥냉면-강남본점;;서울;강남구;논현동;231-6 2층;
고기왕창통큰비빔밥-강남본점;;서울;강남구;논현동;231-6 2층;
Mr매운갈비찜&찜닭-강남본점;;서울;강남구;논현동;231-6 2층;
경성식당-강남본점;;서울;강남구;논현동;231-6 2층;
1인한끼밥상-강남본점;;서울;강남구;논현동;231-6 2층;
오월밥상;;서울;강남구;역삼동;706-20 한화 진넥스빌 706-20 한화 진넥스빌 지하1층 6호,6-1호 주방38호;
명품우삼겹&우된장-강남본점;;서울;강남구;논현동;231-6 2층;
걸작고기왕창비빔밥-강남본점;;서울;강남구;논현동;231-6 2층 3-3호지점;
정통매운갈비찜&곱도리탕-강남본점;;서울;강남구;논현동;231-6 2층 2-6호 지점;
장군식당-강남본점;;서울;강남구;논현동;231-6 2층 3-7호지점;
청년곱도리&곱떡-강남본점;;서울;강남구;논현동;231-6 2층 3-5지점;
장군집-강남본점;;서울;강남구;논현동;231-6 2층;
무라카츠돈까스-수제돈까스전문점;;서울;강남구;논현동;231-6 2층 2-8호 지점;
장미식당-본점;;서울;강남구;역삼동;706-20 한화 진넥스빌 706-20 한화 진넥스빌 지하1층 6호,6-1호 주방1호;
성원식당-강남본점;;서울;강남구;논현동;231-6 2층 3-2호점;
한성집;;서울;강남구;역삼동;706-20 한화 진넥스빌 706-20 한화 진넥스빌 지하1층 6호,6-1호 주방7호;
명품설렁탕&나주곰탕-강남본점;;서울;강남구;논현동;231-6 2층;
밥도둑한그릇뚝딱-강남본점;;서울;강남구;논현동;231-6 2층;
파파스토리떡볶이-본점;;서울;강남구;논현동;108 논현웰스톤 1층 125호;
오름집;;서울;강남구;역삼동;706-20 한화 진넥스빌 706-20 한화 진넥스빌 지하1층 6호,6-1호 주방15호;
인생곱도리&낙곱새-강남본점;;서울;강남구;논현동;231-6 2층 2-2호 지점;
제비식당;;서울;강남구;역삼동;706-20 한화 진넥스빌 706-20 한화 진넥스빌 지하1층 6호,6-1호 주방3호;
역삼보리밭&직화구이;;서울;강남구;역삼동;706-20 한화 진넥스빌 706-20 한화 진넥스빌 지하1층 6호,6-1호 주방40호;
금오식당-본점;;서울;강남구;역삼동;706-20 한화 진넥스빌 706-20 한화 진넥스빌 지하1층 6호,6-1호 주방37호;
미락식당;;서울;강남구;역삼동;706-20 한화 진넥스빌 706-20 한화 진넥스빌 지하1층 6호,6-1호 주방4호;
포차어게인-강남본점;포차어게인;서울;강남구;역삼동;813 2층;
길손식당;;서울;강남구;역삼동;706-20 한화 진넥스빌 706-20 한화 진넥스빌 지하1층 6호, 6-1호 주방9호;
상무식당;;서울;강남구;역삼동;706-20 한화 진넥스빌 706-20 한화 진넥스빌 지하1층 6호,6-1호 주방11호;
다온식당-본점;;서울;강남구;역삼동;706-20 한화 진넥스빌 706-20 한화 진넥스빌 지하1층 6호,6-1호 주방36호;
팔월식당;;서울;강남구;역삼동;706-20 한화 진넥스빌 706-20 한화 진넥스빌 지하1층 6호,6-1호 주방39호;
팔도맛집;;서울;강남구;역삼동;706-20 한화 진넥스빌 706-20 한화 진넥스빌 지하1층 6호,6-1호 주방14호;
풍산집;;서울;강남구;역삼동;706-20 한화 진넥스빌 706-20 한화 진넥스빌 지하1층 6호, 6-1호 주방8호;
올레식당;;서울;강남구;역삼동;706-20 한화 진넥스빌 706-20 한화 진넥스빌 지하1층 6호,6-1호 주방6호;
팔각도-논현점;;서울;강남구;논현동;143-2 지상1층;
버들식당;;서울;강남구;역삼동;706-20 한화 진넥스빌 706-20 한화 진넥스빌 지하1층 6호,6-1호 주방2호점;
영동옛날통닭-강남점;;서울;강남구;논현동;144-15 1층; 050352574391
영동옛날통닭-강남점;;서울;강남구;논현동;144-15 1층; 050352574391
미스터존슨바베큐-강남점;;서울;강남구;논현동;233-4, 지하층1호; 050712935330
서울제일치킨-강남본점;;서울;강남구;논현동;165-11 2층 3층; 050353718125
서울3대치킨계열사-논현점;;서울;강남구;논현동;230-18  102호; 050718641198
셰플리-셰프의건강한한끼(강남);셰플리;서울;강남구;역삼동;669-6 지하1층;
네네치킨-강남신사점;네네치킨;서울;강남구;신사동;569-26 1층; 050712980639
신세계치밥도시락-삼성동점;;서울;강남구;삼성동;8-2 브라운스톤 레전드 8-2 브라운스톤 레전드 지하1층 B110호, B111호, 주방3호;
BHC-압구정역점;BHC;서울;강남구;신사동;566-35 지상1층; 050718614287
BHC-압구정역점;BHC;서울;강남구;신사동;566-35 지상1층; 050718614287
BHC-압구정역점;BHC;서울;강남구;신사동;566-35 지상1층; 050718614287
BBQ-신사가로수길점;BBQ;서울;강남구;신사동;535-8 한교빌딩 지상2층; 050352907156
BBQ-신사가로수길점;BBQ;서울;강남구;신사동;535-8 한교빌딩 지상2층; 050352907156
질할브로스-역삼점;;서울;강남구;역삼동;642-24 역삼하이츠빌딩 역삼하이츠빌딩;
세인트그릴;;서울;강남구;신사동;550-8 지상1층;
클랩피자-청담점;;서울;강남구;신사동;648-24 1층;
싸움의고수-압구정점;싸움의고수;서울;강남구;신사동;620 압구정스퀘어 지상 1층 107호;
땅땅치킨-강남논현점;땅땅치킨;서울;강남구;논현동;191-3 1층 105호; 050352991376
땅땅치킨-강남논현점;땅땅치킨;서울;강남구;논현동;191-3 1층 105호; 050352991376
아트몬스터수제맥주&치킨&피자-강남역점;;서울;강남구;역삼동;817-5 지상1,2층;
윙앤딥(WING&DIP);;서울;강남구;신사동;656-2 1층 1호;
브릭버거;;서울;강남구;신사동;572-1 1층; 050718619046
싸다김밥-언주역점;싸다김밥;서울;강남구;역삼동;659 아리지 빌딩 1층 101호; 050352966178
BBQ-논현스타점;BBQ;서울;강남구;논현동;122-25 새호시티라이프빌딩 지상1층 101호; 050702786209
BBQ-논현스타점;BBQ;서울;강남구;논현동;122-25 새호시티라이프빌딩 지상1층 101호; 050702786209
노랑통닭-강남자곡점;노랑통닭;서울;강남구;자곡동;651 강남유탑유블레스 111-1호; 050718660937
BBQ-강남세곡점;BBQ;서울;강남구;세곡동;581 지상1층 101호; 050352908221
BBQ-강남세곡점;BBQ;서울;강남구;세곡동;581 지상1층 101호; 050352908221
